codigo_comuna,poblacion_total,promedio_edad,porcentaje_menores_15,porcentaje_adultos_mayores,porcentaje_discapacidad,promedio_escolaridad,porcentaje_alfabetizacion
11102,779,,,,11.243386243386242,8.847457627118644,92.72486772486772
11201,23170,36.98113940440224,19.244712990936556,11.851532153646957,10.920429715950473,9.562331331069904,95.19555109855045
11202,5137,,,,9.003870442045223,9.467631527478975,94.66177669111654
11203,1598,,,,11.176857330703486,9.032622333751569,95.26315789473684
11301,3458,,,,10.736196319018406,9.529069767441861,94.35409634857318
11302,647,,,,7.528641571194762,9.634108527131783,96.06557377049181
11303,505,,,,9.433962264150944,9.500994035785288,94.54926624737946
11401,4905,,,,11.037148378784625,9.517893870835048,94.75381638357344
11402,2723,,,,13.142636258214146,9.298744460856721,94.3177425589486
12101,132363,39.08846883192433,16.41924102657087,14.862914862914863,9.203476604357661,10.815461479786423,96.94221445036165
12102,269,,,,7.480314960629922,11.204,98.02371541501977
12103,102,,,,7.07070707070707,9.405940594059405,90.9090909090909
12104,241,,,,4.273504273504273,10.025210084033613,97.43589743589743
12201,1750,,,,4.849600982197668,10.671082949308756,95.57467732022127
12202,60,,,,1.6666666666666667,15.03448275862069,100.0
12301,6809,36.46776325451608,19.10706417976208,11.587604640916433,8.736203948391108,9.905535055350553,96.23756218905473
12302,431,,,,6.25,9.440835266821345,97.11538461538461
12303,157,,,,2.684563758389262,10.679738562091503,97.98657718120806
12401,24152,38.323203047366675,17.075190460417357,14.35491884730043,10.445220427760802,10.134303464954343,96.35371179039302
12402,203,,,,9.793814432989691,11.083743842364532,96.3917525773196
13101,438856,35.85971936124834,12.692546074338734,8.074858267860073,7.382217872108245,12.429265488658704,98.10426880821619
13102,85041,37.10298561870157,18.652179536929246,13.004315565433144,10.708206078205578,10.037519242932325,95.87614655906972
13103,127250,38.42271119842829,17.576424361493125,14.721414538310412,13.05621390659946,9.25319349947205,95.51596846395404
13104,121587,39.48562757531644,16.53795224818443,15.83063978879321,12.131844579646017,10.121271280379862,96.35858943982291
13105,155257,38.4935816098469,17.718363745273965,15.481427568483225,13.862839435700888,9.699180397017502,95.6076921507139
13106,181049,35.700771614314355,17.21909538301786,10.655126512712028,9.14724926741658,10.679506744254946,96.98247066126696
13107,101808,36.7005343391482,19.113429200062864,11.254518308973754,9.84155623302018,10.873424234628247,96.36397596737541
13108,116943,35.91318847643724,17.508529796567558,10.978852945452058,8.69127242696772,10.944242434686704,97.18792617510684
